timestamp,application,log_level,message,user_id,session_id,source_ip,destination_ip,response_code,latency_ms,cpu_usage,memory_usage,disk_io,network_bandwidth,module,error_code
2025-02-07 08:06:40,FraudDetection,ERROR,Service unavailable,5230,SID-883604,172.185.19.175,238.31.205.50,503,1464.68,49.17,24.42,65.41,837.84,Transaction,TXN_FAILURE
2024-06-28 08:22:19,InsuranceApp,INFO,Memory usage high,7619,SID-784049,229.108.82.26,106.35.215.194,200,1075.64,21.82,91.36,28.5,972.87,Transaction,MEM_LEAK
2024-08-20 08:22:47,InsuranceApp,CRITICAL,Transaction processed,2994,SID-125714,10.160.65.90,187.70.183.149,400,3547.3,54.89,55.21,34.68,836.4,Cache,MEM_LEAK
2025-03-29 08:10:57,InsuranceApp,WARNING,Transaction processed,3014,SID-740727,102.236.184.185,98.33.237.50,400,-744.2,76.95,40.53,32.32,409.02,Auth,MEM_LEAK
2024-06-04 08:46:16,FraudDetection,CRITICAL,User authentication failed,1133,SID-655956,171.82.64.103,231.255.57.14,400,614.14,32.35,52.67,32.56,992.1,Database,CPU_OVERLOAD
2024-07-27 08:58:33,LoanProcessing,ERROR,Database connection lost,2328,SID-958977,55.87.158.168,201.87.93.244,404,1017.27,25.79,23.34,11.49,743.29,Cache,TXN_FAILURE
2025-02-14 08:29:17,InsuranceApp,CRITICAL,Service unavailable,2507,SID-448356,25.122.109.171,38.114.251.175,200,77.53,46.23,83.69,54.16,449.22,API Gateway,AUTH_401
2024-06-09 08:53:34,LoanProcessing,INFO,Transaction processed,9050,SID-105973,84.49.166.34,202.0.165.207,500,1264.44,68.08,63.72,58.56,551.24,API Gateway,AUTH_401
2024-05-30 08:05:50,InsuranceApp,INFO,Service unavailable,7330,SID-282691,134.175.254.215,243.157.77.108,400,1091.22,88.28,52.79,39.27,600.95,Database,TXN_FAILURE
2024-05-15 08:47:09,LoanProcessing,CRITICAL,Service unavailable,9410,SID-700731,199.164.5.20,1.139.86.122,201,1185.96,84.3,41.81,27.06,845.97,Auth,TXN_FAILURE
2024-09-23 08:56:50,BankingApp,INFO,Service unavailable,6649,SID-357051,160.228.188.8,229.195.50.190,403,1358.01,62.75,87.59,95.5,700.37,Database,MEM_LEAK
2024-12-01 08:41:00,LoanProcessing,INFO,Service unavailable,2892,SID-382769,113.95.97.2,109.205.97.102,201,705.84,11.83,62.7,18.89,738.05,Transaction,TXN_FAILURE
2025-04-07 08:43:34,FraudDetection,CRITICAL,User authentication failed,4025,SID-840726,166.190.41.123,136.100.58.192,200,1074.64,48.46,69.73,51.5,520.47,Auth,NULL
2024-05-12 08:15:56,InsuranceApp,ERROR,Database connection lost,9307,SID-518938,147.75.125.107,50.86.87.96,200,2039.22,13.49,30.79,65.13,372.94,Transaction,CPU_OVERLOAD
2024-09-28 08:42:01,InsuranceApp,CRITICAL,Memory usage high,9065,SID-694819,25.204.195.57,249.32.159.197,403,2992.69,64.48,27.47,64.7,956.45,Database,TXN_FAILURE
2024-05-08 08:56:19,InsuranceApp,WARNING,CPU spike detected,5287,SID-677076,0.35.63.30,112.103.75.135,201,2073.38,84.15,55.17,98.83,164.05,Database,CPU_OVERLOAD
2025-03-02 08:47:33,BankingApp,CRITICAL,User authentication failed,6843,SID-436071,218.66.224.164,49.36.203.169,503,2121.65,85.83,23.98,57.22,235.41,Transaction,API_TIMEOUT
2025-02-15 08:13:32,BankingApp,ERROR,User authentication failed,1281,SID-117916,57.73.230.239,38.186.243.125,200,557.34,16.96,38.3,19.44,157.53,Auth,NULL
2025-04-20 08:03:17,BankingApp,WARNING,User authentication failed,4129,SID-450278,238.230.108.214,77.51.177.73,403,1360.79,41.32,49.75,65.11,369.04,Database,MEM_LEAK
2024-04-28 08:01:55,FraudDetection,INFO,Transaction processed,6793,SID-628834,36.135.103.62,151.70.205.50,200,477.11,67.75,85.59,16.09,952.33,Transaction,API_TIMEOUT
2024-08-30 08:50:07,FraudDetection,ERROR,Transaction processed,2762,SID-604341,93.79.94.69,128.124.137.145,401,334.83,29.43,36.99,23.13,355.43,Transaction,MEM_LEAK
2024-05-05 08:10:09,BankingApp,ERROR,Service unavailable,9115,SID-498009,165.127.22.77,133.99.212.59,200,1744.27,31.0,87.46,32.33,566.4,Auth,NULL
2025-01-24 08:52:51,InsuranceApp,WARNING,CPU spike detected,4941,SID-885308,70.113.37.82,106.94.41.13,500,2219.7,72.49,22.78,51.25,329.98,Transaction,API_TIMEOUT
2024-08-24 08:01:36,InsuranceApp,CRITICAL,Database connection lost,5414,SID-768364,59.127.210.6,36.56.77.176,201,63.84,11.15,60.52,18.41,355.47,API Gateway,TXN_FAILURE
2024-05-15 08:15:01,InsuranceApp,CRITICAL,Database connection lost,3010,SID-960487,146.52.113.109,158.133.241.162,403,1286.02,46.48,34.44,66.89,476.92,Database,DB_CONN_FAIL
2024-11-15 08:54:41,BankingApp,WARNING,CPU spike detected,7479,SID-377660,188.193.69.222,112.38.229.41,401,1411.08,46.68,29.87,84.25,589.17,API Gateway,CPU_OVERLOAD
2024-08-27 08:50:22,LoanProcessing,CRITICAL,API response delayed,5864,SID-672730,34.246.32.170,160.28.101.110,201,15.06,56.64,73.74,13.4,745.54,API Gateway,CPU_OVERLOAD
2024-11-30 08:13:01,BankingApp,CRITICAL,Transaction processed,5201,SID-306340,138.149.130.96,202.153.197.41,403,1180.86,81.33,55.41,92.45,625.88,Transaction,NULL
2024-09-10 08:53:59,BankingApp,WARNING,User authentication failed,8913,SID-910114,206.15.232.150,81.37.247.152,400,1040.82,42.87,22.23,66.96,662.12,Cache,DB_CONN_FAIL
2025-03-24 08:08:17,BankingApp,WARNING,API response delayed,8548,SID-724738,35.16.59.198,58.255.80.179,403,1274.16,16.07,87.01,11.69,478.68,API Gateway,AUTH_401
2024-05-12 08:17:03,InsuranceApp,CRITICAL,User authentication failed,9350,SID-629632,246.148.79.92,109.228.83.38,200,486.95,22.31,80.88,31.44,907.68,Scheduler,MEM_LEAK
2025-04-22 08:59:43,FraudDetection,WARNING,API response delayed,7470,SID-128985,19.8.7.183,255.238.112.141,200,843.82,54.8,79.79,22.51,737.88,API Gateway,DB_CONN_FAIL
2024-10-22 08:54:41,InsuranceApp,WARNING,User authentication failed,4826,SID-668154,15.8.251.243,229.156.44.241,404,901.09,57.63,30.95,63.45,652.79,Scheduler,MEM_LEAK
2024-08-30 08:19:37,FraudDetection,WARNING,Service unavailable,5084,SID-186682,239.72.66.103,37.53.227.75,503,-221.92,52.32,38.81,22.9,593.52,API Gateway,NULL
2024-08-03 08:37:22,FraudDetection,ERROR,Memory usage high,7420,SID-113725,161.153.57.145,13.13.34.99,403,2258.02,45.37,23.23,87.74,291.08,Scheduler,AUTH_401
2024-08-12 08:43:00,BankingApp,ERROR,Service unavailable,5879,SID-190310,140.245.12.128,38.215.183.153,404,2596.99,80.63,92.52,48.0,886.03,Cache,DB_CONN_FAIL
2024-06-20 08:53:35,LoanProcessing,WARNING,User authentication failed,1416,SID-899397,7.110.215.1,107.174.4.237,403,1780.6,34.56,73.96,49.93,932.81,Database,API_TIMEOUT
2024-10-14 08:35:00,BankingApp,INFO,Memory usage high,8044,SID-871900,188.123.33.67,168.27.148.59,404,1727.34,69.14,75.91,23.83,645.97,Database,AUTH_401
2024-07-13 08:55:06,FraudDetection,ERROR,CPU spike detected,4145,SID-535562,0.203.198.226,231.127.28.159,400,1277.16,50.44,84.6,56.43,247.33,Transaction,NULL
2025-01-28 08:11:55,FraudDetection,INFO,User authentication failed,3377,SID-535785,71.179.229.74,108.2.203.124,200,2396.41,78.66,85.28,29.33,623.72,API Gateway,DB_CONN_FAIL
2024-07-15 08:06:36,LoanProcessing,WARNING,CPU spike detected,4706,SID-398800,105.83.154.137,212.87.3.134,404,951.48,74.84,93.47,88.63,941.78,Cache,API_TIMEOUT
2024-10-11 08:21:58,BankingApp,CRITICAL,CPU spike detected,6925,SID-471467,178.89.137.10,101.50.216.229,503,1189.03,12.8,85.93,7.35,699.73,Transaction,DB_CONN_FAIL
2024-12-03 08:38:18,FraudDetection,INFO,Transaction processed,9586,SID-402969,69.31.36.190,59.224.235.255,403,1182.98,88.02,29.27,10.36,606.46,Scheduler,AUTH_401
2025-01-09 08:44:24,FraudDetection,CRITICAL,CPU spike detected,9891,SID-660079,252.64.42.163,239.81.51.100,201,1454.25,41.28,70.62,42.33,476.66,Auth,API_TIMEOUT
2024-08-22 08:58:14,FraudDetection,CRITICAL,User authentication failed,9690,SID-751298,40.43.83.150,251.185.110.156,401,1453.96,80.39,62.39,11.69,417.03,API Gateway,NULL
2025-03-10 08:51:58,BankingApp,INFO,User authentication failed,7326,SID-694524,27.24.224.192,255.238.141.65,404,1629.06,64.88,49.61,18.44,998.31,Scheduler,NULL
2024-05-08 08:37:21,InsuranceApp,CRITICAL,User authentication failed,4369,SID-491492,135.173.147.213,65.191.3.27,404,1328.55,62.32,74.77,83.84,526.16,Database,MEM_LEAK
2024-06-06 08:56:26,BankingApp,CRITICAL,Database connection lost,8910,SID-874651,107.210.213.206,89.157.242.239,500,1238.95,45.67,78.87,91.35,271.19,API Gateway,DB_CONN_FAIL
2024-07-10 08:58:46,FraudDetection,INFO,API response delayed,8886,SID-476082,10.131.1.13,180.20.213.226,401,1071.25,66.77,71.77,46.71,781.88,Database,MEM_LEAK
2024-11-04 08:23:13,LoanProcessing,INFO,CPU spike detected,4941,SID-639642,126.147.44.200,189.148.31.5,500,2114.63,38.03,93.29,83.16,560.25,Cache,DB_CONN_FAIL
2024-05-08 08:23:41,InsuranceApp,WARNING,Memory usage high,9606,SID-904171,167.71.32.221,118.76.109.229,401,-219.44,89.91,56.7,52.16,697.01,Cache,DB_CONN_FAIL
2024-06-02 08:20:31,FraudDetection,CRITICAL,Transaction processed,3880,SID-830931,186.124.201.48,116.162.25.143,404,1713.46,61.37,79.96,12.42,459.12,Cache,API_TIMEOUT
2025-01-10 08:40:45,InsuranceApp,WARNING,Service unavailable,2840,SID-777316,230.184.241.231,220.31.89.69,201,1560.16,35.21,71.48,98.75,380.97,Transaction,API_TIMEOUT
2025-01-09 08:39:14,LoanProcessing,CRITICAL,Database connection lost,1041,SID-515822,74.61.175.99,241.145.207.233,400,1612.26,33.7,37.28,55.69,394.35,Auth,MEM_LEAK
2024-10-09 08:22:29,LoanProcessing,WARNING,Service unavailable,9405,SID-307926,128.75.13.174,202.95.76.65,404,162.51,87.02,74.33,74.92,117.19,Auth,MEM_LEAK
2024-08-11 08:42:29,FraudDetection,CRITICAL,User authentication failed,9706,SID-114548,47.76.173.116,172.87.86.237,404,1560.04,82.57,87.21,60.29,752.7,Database,TXN_FAILURE
2024-12-04 08:52:03,FraudDetection,WARNING,CPU spike detected,6212,SID-567228,116.60.198.243,246.181.44.83,401,1380.02,89.46,26.97,5.28,674.11,Transaction,MEM_LEAK
2024-11-28 08:19:51,FraudDetection,INFO,Service unavailable,8244,SID-356621,209.55.209.205,161.6.146.132,503,1503.93,24.97,56.61,78.52,737.18,API Gateway,NULL
2024-11-12 08:34:56,InsuranceApp,ERROR,API response delayed,2802,SID-591796,61.248.233.159,36.89.215.41,400,957.45,37.49,57.73,96.47,306.32,Cache,AUTH_401
2024-10-08 08:31:21,LoanProcessing,WARNING,Database connection lost,8372,SID-206265,205.49.247.77,50.117.179.221,404,387.64,65.3,79.06,79.24,895.77,Cache,TXN_FAILURE
2024-04-25 08:46:28,BankingApp,CRITICAL,CPU spike detected,4617,SID-569178,212.202.218.252,118.215.140.171,403,1041.42,28.66,27.7,89.77,236.15,Database,TXN_FAILURE
2024-07-10 08:43:29,InsuranceApp,WARNING,Service unavailable,3669,SID-202360,143.121.226.28,120.203.56.50,401,1785.95,90.47,37.02,21.43,201.65,Scheduler,AUTH_401
2025-01-24 08:26:05,BankingApp,ERROR,User authentication failed,5720,SID-332397,124.43.4.223,13.15.91.47,400,1291.95,34.36,60.43,55.91,197.05,Transaction,MEM_LEAK
2024-10-27 08:09:18,InsuranceApp,ERROR,Transaction processed,5144,SID-161265,183.76.223.255,223.244.204.96,500,1297.84,10.15,82.51,78.72,205.33,Auth,AUTH_401
2024-10-21 08:26:13,FraudDetection,ERROR,Memory usage high,4950,SID-910654,206.198.254.41,22.62.12.58,200,438.0,75.04,54.86,36.25,131.05,Database,DB_CONN_FAIL
2024-10-18 08:46:35,InsuranceApp,CRITICAL,API response delayed,4226,SID-354593,25.7.41.19,54.118.120.254,500,676.55,85.09,31.25,34.12,234.72,Transaction,MEM_LEAK
2024-10-12 08:27:25,InsuranceApp,CRITICAL,API response delayed,5272,SID-594053,115.4.72.69,64.152.32.73,500,1710.39,41.68,46.34,81.27,953.39,Cache,CPU_OVERLOAD
2024-08-07 08:44:55,InsuranceApp,ERROR,Memory usage high,6215,SID-128051,38.170.3.4,153.168.175.33,401,1511.74,75.27,57.8,94.33,637.45,Scheduler,TXN_FAILURE
2025-02-11 08:48:11,LoanProcessing,WARNING,Transaction processed,7239,SID-732588,20.108.215.12,142.109.148.113,404,477.92,29.97,56.27,73.95,452.17,Cache,NULL
2025-03-01 08:35:51,InsuranceApp,WARNING,Transaction processed,8918,SID-525606,7.154.193.76,89.94.250.182,200,1054.76,46.14,28.51,54.69,833.55,Database,API_TIMEOUT
2024-12-31 08:19:58,BankingApp,WARNING,User authentication failed,4905,SID-505437,147.65.42.179,234.83.54.76,404,1082.45,61.31,70.82,66.64,968.1,Database,CPU_OVERLOAD
2024-05-25 08:49:00,BankingApp,ERROR,Database connection lost,2063,SID-220224,252.151.196.199,117.44.8.97,201,932.11,55.17,56.94,9.2,429.34,Database,TXN_FAILURE
2024-08-25 08:34:01,InsuranceApp,WARNING,API response delayed,3936,SID-352652,232.194.168.70,126.139.189.82,400,719.08,80.43,86.6,41.15,245.92,API Gateway,MEM_LEAK
2025-03-14 08:54:05,BankingApp,INFO,API response delayed,5083,SID-396295,89.146.183.20,254.244.149.253,500,1814.79,40.08,77.84,10.93,852.03,Cache,DB_CONN_FAIL
2024-06-15 08:39:21,InsuranceApp,CRITICAL,Transaction processed,6641,SID-442633,150.77.13.211,140.101.170.94,404,1651.3,79.12,83.54,52.05,965.86,Transaction,DB_CONN_FAIL
2025-01-24 08:11:24,FraudDetection,CRITICAL,API response delayed,5928,SID-723637,54.244.8.39,172.50.175.50,401,1626.21,48.39,43.69,58.38,968.77,Auth,MEM_LEAK
2024-11-13 08:40:50,FraudDetection,WARNING,API response delayed,7931,SID-869738,133.111.146.46,222.188.57.59,403,355.78,18.85,79.22,90.1,242.88,Database,MEM_LEAK
2024-12-06 08:43:01,FraudDetection,ERROR,Service unavailable,2294,SID-415559,96.218.252.79,145.105.187.19,404,1496.84,74.84,80.44,73.08,565.4,API Gateway,NULL
2024-07-05 08:31:41,FraudDetection,WARNING,Memory usage high,1891,SID-817471,206.15.32.231,175.60.40.192,404,374.45,22.77,84.28,52.91,462.25,Auth,TXN_FAILURE
2024-06-03 08:30:21,BankingApp,ERROR,API response delayed,2401,SID-647265,194.34.219.71,59.17.50.138,200,620.82,51.27,92.73,98.01,767.38,API Gateway,DB_CONN_FAIL
2024-04-24 08:05:08,BankingApp,WARNING,CPU spike detected,1724,SID-582772,159.19.45.156,20.214.44.241,500,61.23,22.05,36.12,75.82,126.68,API Gateway,NULL
2025-01-23 08:06:16,FraudDetection,INFO,Transaction processed,2911,SID-156799,232.159.24.56,25.91.215.10,400,832.5,23.94,58.75,70.45,886.52,Database,CPU_OVERLOAD
2025-03-05 08:47:52,LoanProcessing,INFO,Database connection lost,5531,SID-439624,94.78.108.55,55.46.58.107,503,220.08,27.52,79.38,7.32,913.37,Auth,MEM_LEAK
2024-08-11 08:23:17,LoanProcessing,WARNING,Database connection lost,4633,SID-852355,89.17.178.242,5.249.101.235,403,1898.26,65.95,34.75,88.34,964.6,API Gateway,TXN_FAILURE
2024-12-05 08:13:08,LoanProcessing,WARNING,Database connection lost,2998,SID-680602,123.168.26.145,67.178.78.83,400,2184.28,79.91,38.35,80.22,293.34,Scheduler,DB_CONN_FAIL
2025-01-08 08:27:06,FraudDetection,WARNING,API response delayed,5007,SID-403196,202.210.201.60,196.32.116.104,404,1366.51,28.02,94.68,86.83,495.72,Cache,NULL
2025-03-18 08:21:32,LoanProcessing,WARNING,Service unavailable,4260,SID-669959,246.54.18.193,173.85.142.123,201,2383.35,87.98,28.59,64.47,806.21,Database,AUTH_401
2024-11-15 08:15:15,BankingApp,INFO,User authentication failed,8656,SID-965308,91.6.117.201,179.141.28.245,404,840.51,83.42,83.35,67.54,124.58,Database,AUTH_401
2025-02-19 08:09:28,InsuranceApp,ERROR,User authentication failed,9300,SID-892122,192.87.190.231,91.235.67.202,401,1436.03,58.01,89.83,8.62,743.72,Database,DB_CONN_FAIL
2024-08-23 08:10:36,BankingApp,CRITICAL,Memory usage high,8495,SID-519481,140.31.34.14,245.7.31.253,401,869.6,56.06,24.06,29.18,237.41,Transaction,API_TIMEOUT
2025-03-05 08:59:08,FraudDetection,ERROR,CPU spike detected,5695,SID-763272,108.255.244.74,248.57.221.84,200,1429.13,15.12,57.68,73.43,900.78,Auth,NULL
2024-07-29 08:30:33,BankingApp,CRITICAL,Transaction processed,8213,SID-157751,178.86.25.215,122.116.77.48,401,417.56,37.34,39.38,45.04,138.71,Database,NULL
2024-10-19 08:03:55,InsuranceApp,WARNING,Memory usage high,4856,SID-582041,253.72.90.151,189.228.85.200,403,817.62,33.55,81.82,58.2,465.29,Database,TXN_FAILURE
2025-03-12 08:11:45,InsuranceApp,CRITICAL,Transaction processed,6167,SID-411449,80.55.116.207,87.225.195.18,500,1919.66,92.98,60.34,19.88,976.93,API Gateway,DB_CONN_FAIL
2024-12-23 08:42:00,BankingApp,WARNING,API response delayed,4074,SID-447041,166.86.55.170,119.98.83.28,500,1245.64,83.3,55.21,66.13,483.03,API Gateway,TXN_FAILURE
2024-08-21 08:08:28,InsuranceApp,INFO,Database connection lost,6079,SID-857800,102.74.66.39,205.106.163.112,403,1020.8,20.8,54.68,54.5,593.92,Database,CPU_OVERLOAD
2024-04-26 08:18:32,LoanProcessing,WARNING,Service unavailable,7211,SID-292761,191.239.43.74,235.126.65.222,500,1242.4,25.52,61.07,72.85,514.78,Cache,CPU_OVERLOAD
2025-03-23 08:04:34,InsuranceApp,WARNING,User authentication failed,1349,SID-564579,38.207.242.245,188.174.11.76,403,258.67,36.89,48.11,76.95,698.23,Auth,NULL
2024-06-29 08:12:42,BankingApp,INFO,Transaction processed,5718,SID-323653,233.140.37.63,227.193.153.98,503,1302.44,61.05,54.88,49.28,452.45,API Gateway,API_TIMEOUT
2024-07-29 08:40:38,InsuranceApp,CRITICAL,Service unavailable,7388,SID-476637,236.55.83.212,5.161.130.241,500,870.99,35.23,78.21,15.76,593.63,Auth,DB_CONN_FAIL
2024-12-12 08:39:31,FraudDetection,WARNING,Transaction processed,2437,SID-732447,132.146.151.134,128.79.68.190,503,1291.98,33.98,44.08,43.37,629.18,API Gateway,DB_CONN_FAIL
2025-01-22 08:03:29,FraudDetection,WARNING,CPU spike detected,9902,SID-909998,124.162.142.231,252.189.41.152,500,2569.09,28.48,83.83,28.55,769.93,Transaction,CPU_OVERLOAD
2024-12-28 08:10:22,FraudDetection,INFO,Service unavailable,9210,SID-563170,104.93.33.200,39.222.104.216,403,1916.64,81.61,86.11,47.87,418.13,Database,MEM_LEAK
2024-07-12 08:02:33,FraudDetection,CRITICAL,CPU spike detected,4451,SID-995285,93.204.137.194,251.150.242.82,401,1954.83,37.78,81.32,58.65,716.42,API Gateway,CPU_OVERLOAD
2025-01-14 08:53:25,LoanProcessing,ERROR,Database connection lost,8552,SID-879474,201.117.120.4,229.21.90.176,403,2701.92,27.9,59.19,13.44,811.3,Transaction,NULL
2025-01-07 08:17:19,FraudDetection,ERROR,User authentication failed,4163,SID-928633,199.176.178.50,226.192.78.77,403,172.31,56.51,56.81,10.36,692.39,API Gateway,API_TIMEOUT
2024-06-20 08:31:56,InsuranceApp,INFO,Database connection lost,7455,SID-385945,129.62.42.18,53.210.32.122,503,341.53,36.55,41.92,16.71,115.9,Transaction,TXN_FAILURE
2025-01-23 08:38:46,InsuranceApp,ERROR,Service unavailable,5833,SID-688771,52.159.118.213,203.156.33.112,404,499.43,88.35,32.07,66.8,461.08,API Gateway,DB_CONN_FAIL
2024-06-27 08:18:48,InsuranceApp,WARNING,Service unavailable,3267,SID-133890,39.150.162.58,128.8.10.232,401,467.08,72.43,76.97,43.03,750.13,Scheduler,API_TIMEOUT
2024-05-10 08:06:13,BankingApp,WARNING,Service unavailable,6880,SID-857380,166.79.218.75,234.209.130.69,401,334.01,92.74,20.43,30.97,408.15,Scheduler,API_TIMEOUT
2024-12-07 08:15:30,FraudDetection,INFO,API response delayed,5834,SID-886138,99.49.129.142,205.170.51.179,500,1040.11,16.92,23.89,16.39,262.21,Cache,TXN_FAILURE
2024-08-19 08:46:02,LoanProcessing,CRITICAL,API response delayed,1554,SID-613086,203.153.0.241,125.213.130.198,500,1915.34,89.34,21.79,68.22,642.35,Cache,DB_CONN_FAIL
2025-01-13 08:41:39,LoanProcessing,INFO,Transaction processed,3415,SID-866671,181.61.96.34,182.72.20.20,403,1088.87,31.09,89.63,73.18,498.47,Scheduler,API_TIMEOUT
2024-08-19 08:19:47,BankingApp,WARNING,API response delayed,9096,SID-197745,238.213.52.78,217.51.34.236,500,1808.19,14.56,79.77,51.56,102.64,Auth,MEM_LEAK
2025-03-29 08:09:29,FraudDetection,INFO,API response delayed,2167,SID-660214,139.135.76.21,120.234.96.219,201,145.04,67.39,53.89,16.39,984.46,Database,AUTH_401
2024-06-01 08:45:38,FraudDetection,ERROR,Memory usage high,5625,SID-897494,48.25.104.161,104.119.24.211,201,1930.45,60.63,87.37,99.16,575.69,Database,AUTH_401
2024-05-31 08:17:58,FraudDetection,ERROR,User authentication failed,1096,SID-198973,23.46.34.188,101.182.163.84,201,1400.99,69.72,63.5,71.62,522.8,Auth,MEM_LEAK
2024-07-28 08:11:17,InsuranceApp,WARNING,Memory usage high,3198,SID-328861,239.73.52.128,22.25.237.218,200,894.18,75.78,68.68,50.89,953.87,Cache,AUTH_401
2024-12-22 08:22:43,LoanProcessing,ERROR,CPU spike detected,4724,SID-725049,100.16.241.219,179.96.89.15,404,1015.0,52.24,70.2,66.82,700.81,Scheduler,DB_CONN_FAIL
2024-05-30 08:25:07,InsuranceApp,CRITICAL,Database connection lost,7525,SID-889976,226.192.123.93,29.5.143.70,503,1274.63,42.06,63.15,92.67,734.94,API Gateway,TXN_FAILURE
2024-09-23 08:22:33,InsuranceApp,INFO,CPU spike detected,1482,SID-417654,13.140.207.151,76.217.2.83,404,890.51,18.9,70.3,87.58,615.64,Transaction,DB_CONN_FAIL
2024-05-11 08:38:37,InsuranceApp,ERROR,Service unavailable,2908,SID-630230,167.123.41.154,152.184.195.171,403,1946.28,89.05,40.53,72.72,135.85,Database,DB_CONN_FAIL
2024-11-23 08:13:52,LoanProcessing,INFO,Memory usage high,1261,SID-521140,94.203.206.110,133.72.166.185,500,693.82,84.18,64.29,47.53,636.89,Database,MEM_LEAK
2024-12-11 08:51:54,InsuranceApp,INFO,User authentication failed,8957,SID-136785,77.165.206.229,254.56.88.116,500,315.84,85.51,25.62,51.51,275.57,Scheduler,AUTH_401
2025-03-23 08:23:43,FraudDetection,CRITICAL,Service unavailable,5341,SID-505818,7.0.94.189,71.38.207.37,503,1494.94,57.81,79.45,11.53,776.75,API Gateway,NULL
2024-11-19 08:39:05,FraudDetection,CRITICAL,Transaction processed,8006,SID-995353,41.164.251.49,128.64.19.222,200,989.11,26.45,84.09,19.84,220.17,Database,MEM_LEAK
2024-11-15 08:34:04,FraudDetection,CRITICAL,Database connection lost,7066,SID-447900,216.77.78.121,9.141.87.198,200,1612.38,37.16,37.6,75.69,388.56,API Gateway,DB_CONN_FAIL
2024-06-27 08:52:00,InsuranceApp,INFO,Database connection lost,2934,SID-867329,150.127.23.16,73.249.44.91,201,2601.29,45.3,52.84,69.23,784.88,Cache,NULL
2024-07-25 08:21:23,BankingApp,WARNING,CPU spike detected,3845,SID-537377,232.89.28.54,68.60.104.87,404,1500.46,19.0,48.03,35.09,464.71,Auth,CPU_OVERLOAD
